,Unnamed: 0,emotion,quotes
2295,2296,religion,The figures looked more or less human. And they were engaged in religion. You could tell by the knives (it's not murder if you do it for a god).
1981,1982,religion,"The Christian does not think God will love us because we are good, but that God will make us good because He loves us."
3771,3772,books,"Book collecting is an obsession, an occupation, a disease, an addiction, a fascination, an absurdity, a fate. It is not a hobby. Those who do it must do it. Those who do not do it, think of it as a cousin of stamp collecting, a sister of the trophy cabinet, bastard of a sound bank account and a weak mind."
2944,2945,god,"You're here to be light, bringing out the God-colors in the world.(Matthew 5:14, The Message)"
2714,2715,god,"Whether or not you believe in God, you must believe this: when we as a species abandon our trust in a power greater than us, we abandon our sense of accountability. Faiths… all faiths… are admonitions that there is something we cannot understand, something to which we are accountable. With faith we are accountable to each other, to ourselves, and to a higher truth. Religion is flawed, but only because man is flawed. The church consists of a brotherhood of imperfect, simple souls wanting only to be a voice of compassion in a world spinning out of control."
4197,4198,knowledge,"Each day is an adventure in discovering the meaning of life. It is each little thing that you do that day - whether it be spending time with your friends, running in a cross-country meet or just simply staring at the crashing ocean- that holds the key to discovering the meaning of life. I would rather be out enjoying these things than pondering them. We may never really discover the meaning of life, but the knowledge we gain in our quest to discover it is truly more valuable. "
1921,1922,motivational,"Until you change how you get things done, you'll never know what works best."
2818,2819,god,"For those who believe, no proof is necessary. For those who don't believe, no proof is possible."
4012,4013,knowledge,"The hardest thing of all is to find a black cat in a dark room, especially if there is no cat."
2589,2590,spirituality,To live was to be a fragment of the cosmere that was experiencing itself.
2220,2221,religion,Religion is for people who're afraid of going to hell. Spirituality is for those who've already been there.
3069,3070,death,"The heaviness of loss in her heart hadn't eased, but there was room there for humour, too."
1290,1291,inspirational,"If I should have a daughter…“Instead of “Mom”, she’s gonna call me “Point B.” Because that way, she knows that no matter what happens, at least she can always find her way to me. And I’m going to paint the solar system on the back of her hands so that she has to learn the entire universe before she can say “Oh, I know that like the back of my hand.”She’s gonna learn that this life will hit you, hard, in the face, wait for you to get back up so it can kick you in the stomach. But getting the wind knocked out of you is the only way to remind your lungs how much they like the taste of air. There is hurt, here, that cannot be fixed by band-aids or poetry, so the first time she realizes that Wonder-woman isn’t coming, I’ll make sure she knows she doesn’t have to wear the cape all by herself. Because no matter how wide you stretch your fingers, your hands will always be too small to catch all the pain you want to heal. Believe me, I’ve tried.And “Baby,” I’ll tell her “don’t keep your nose up in the air like that, I know that trick, you’re just smelling for smoke so you can follow the trail back to a burning house so you can find the boy who lost everything in the fire to see if you can save him. Or else, find the boy who lit the fire in the first place to see if you can change him.”But I know that she will anyway, so instead I’ll always keep an extra supply of chocolate and rain boats nearby, ‘cause there is no heartbreak that chocolate can’t fix. Okay, there’s a few heartbreaks chocolate can’t fix. But that’s what the rain boots are for, because rain will wash away everything if you let it.I want her to see the world through the underside of a glass bottom boat, to look through a magnifying glass at the galaxies that exist on the pin point of a human mind. Because that’s how my mom taught me. That there’ll be days like this, “There’ll be days like this my momma said” when you open your hands to catch and wind up with only blisters and bruises. When you step out of the phone booth and try to fly and the very people you wanna save are the ones standing on your cape. When your boots will fill with rain and you’ll be up to your knees in disappointment and those are the very days you have all the more reason to say “thank you,” ‘cause there is nothing more beautiful than the way the ocean refuses to stop kissing the shoreline no matter how many times it’s sent away.You will put the “wind” in win some lose some, you will put the “star” in starting over and over, and no matter how many land mines erupt in a minute be sure your mind lands on the beauty of this funny place called life.And yes, on a scale from one to over-trusting I am pretty damn naive but I want her to know that this world is made out of sugar. It can crumble so easily but don’t be afraid to stick your tongue out and taste it.“Baby,” I’ll tell her “remember your mama is a worrier but your papa is a warrior and you are the girl with small hands and big eyes who never stops asking for more.”Remember that good things come in threes and so do bad things and always apologize when you’ve done something wrong but don’t you ever apologize for the way your eyes refuse to stop shining.Your voice is small but don’t ever stop singing and when they finally hand you heartbreak, slip hatred and war under your doorstep and hand you hand-outs on street corners of cynicism and defeat, you tell them that they really ought to meet your mother."
949,950,happiness,"I consider myself a stained-glass window. And this is how I live my life. Closing no doors and covering no windows; I am the multi-colored glass with light filtering through me, in many different shades. Allowing light to shed and fall into many many hues. My job is not to direct anything, but only to filter into many colors. My answer is destiny and my guide is joy. And there you have me."
1119,1120,inspirational,"The most important kind of freedom is to be what you really are. You trade in your reality for a role. You trade in your sense for an act. You give up your ability to feel, and in exchange, put on a mask. There can't be any large-scale revolution until there's a personal revolution, on an individual level. It's got to happen inside first."
785,786,happiness,You are in charge of your own happiness; you don't need to wait for other people's permission to be happy.
1571,1572,faith,"Faith don't come in a bushel basket, Missy. It come one step at a time. Decide to trust Him for one little thing today, and before you know it, you find out He's so trustworthy you be putting your whole life in His hands."
2403,2404,spirituality,"Letting there be room for not knowing is the most important thing of all. When there's a big disappointment, we don't know if that's the end of the story. It may just be the beginning of a great adventure. Life is like that. We don't know anything. We call something bad; we call it good. But really we just don't know."
2095,2096,religion,"I don't know how you feel, but I'm pretty sick of church people. You know what they ought to do with churches? Tax them. If holy people are so interested in politics, government, and public policy, let them pay the price of admission like everybody else. The Catholic Church alone could wipe out the national debt if all you did was tax their real estate."
3811,3812,books,The covers of this book are too far apart.
3299,3300,science,Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
2953,2954,god,"His Omnipotence means power to do all that is intrinsically possible, not to do the intrinsically impossible. You may attribute miracles to Him, but not nonsense. This is no limit to His power. If you choose to say, ‘God can give a creature free will and at the same time withhold free will from it,’ you have not succeeded in saying anything about God: meaningless combinations of words do not suddenly acquire meaning simply because we prefix to them the two other words, 'God can.' It remains true that all things are possible with God: the intrinsic impossibilities are not things but nonentities. It is no more possible for God than for the weakest of His creatures to carry out both of two mutually exclusive alternatives; not because His power meets an obstacle, but because nonsense remains nonsense even when we talk it about God."
3429,3430,science,"Look again at that dot. That's here. That's home. That's us. On it everyone you love, everyone you know, everyone you ever heard of, every human being who ever was, lived out their lives. The aggregate of our joy and suffering, thousands of confident religions, ideologies, and economic doctrines, every hunter and forager, every hero and coward, every creator and destroyer of civilization, every king and peasant, every young couple in love, every mother and father, hopeful child, inventor and explorer, every teacher of morals, every corrupt politician, every ""superstar,"" every ""supreme leader,"" every saint and sinner in the history of our species lived there--on a mote of dust suspended in a sunbeam."
555,555,romance,Love is a rebellious bird that nobody can tame.
2418,2419,spirituality,Success will be within your reach only when you start reaching out for it.
1378,1379,faith,"Faith is about doing. You are how you act, not just how you believe."
2637,2638,spirituality,"Torah is not just a book, not just a bunch of laws, and not just a history, but so much more. The Torah is a way ofd life to learn and live, and when studied, a spiritual way to understand life as well as providing instructions on getting closer to Adonai (God). When we treat others kindly, fairly, and lovingly, both in our home, social, and business lives, we are living Torah. The ""truth"" is the Torah is many things simultaneously."
1093,1094,inspirational,"I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it."
412,412,romance,You always get more respect when you don't have a happy ending.
636,636,romance,A real relationship is two-way.
628,628,romance,A lot of men wouldn't like being called a romantic. It's not macho enough.'Quite often men are fools.
3470,3471,science,"If you can approach the world's complexities, both its glories and its horrors, with an attitude of humble curiosity, acknowledging that however deeply you have seen, you have only scratched the surface, you will find worlds within worlds, beauties you could not heretofore imagine, and your own mundane preoccupations will shrink to proper size, not all that important in the greater scheme of things."
513,513,romance,My head’ll explode if I continue with this escapism.
1714,1715,motivational,"Do not stop thinking of life as an adventure. You have no security unless you can live bravely, excitingly, imaginatively; unless you can choose a challenge instead of competence."
469,469,romance,"Falling in love is very real, but I used to shake my head when people talked about soul mates, poor deluded individuals grasping at some supernatural ideal not intended for mortals but sounded pretty in a poetry book. Then, we met, and everything changed, the cynic has become the converted, the sceptic, an ardent zealot."
1487,1488,faith,"Most lives are not distinguished by great achievements. They are measured by an infinite number of small ones. Each time you do a kindness for someone or bring a smile to his face, it gives your life meaning. Never doubt your value, little friend. The world would be a dismal place without you in it. (tweaked version of a passage from Scandal in Spring)"
505,505,romance,"Romance takes place in the middle distance. Romance is looking in at yourself through a window clouded with dew. Romance means leaving things out: where life grunts and shuffles, romance only sighs."
1175,1176,inspirational,‎Though nobody can go back and make a new beginning... Anyone can start over and make a new ending.
2754,2755,god,"Something is wrong here. War, disease, death, destruction, hunger, filth, poverty, torture, crime, corruption, and the Ice Capades. Something is definitely wrong. This is not good work. If this is the best God can do, I am not impressed. Results like these do not belong on the résumé of a Supreme Being. This is the kind of shit you'd expect from an office temp with a bad attitude. And just between you and me, in any decently-run universe, this guy would've been out on his all-powerful ass a long time ago. And by the way, I say ""this guy"", because I firmly believe, looking at these results, that if there is a God, it has to be a man.No woman could or would ever fuck things up like this. So, if there is a God, I think most reasonable people might agree that he's at least incompetent, and maybe, just maybe, doesn't give a shit. Doesn't give a shit, which I admire in a person, and which would explain a lot of these bad results."
388,388,romance,"When it comes to men who are romantically interested in you, it’s really simple. Just ignore everything they say and only pay attention to what they do."
3605,3606,science,"From this distant vantage point, the Earth might not seem of particular interest. But for us, it's different. Consider again that dot. That's here, that's home, that's us. On it everyone you love, everyone you know, everyone you ever heard of, every human being who ever was, lived out their lives. The aggregate of our joy and suffering, thousands of confident religions, ideologies, and economic doctrines, every hunter and forager, every hero and coward, every creator and destroyer of civilization, every king and peasant, every young couple in love, every mother and father, hopeful child, inventor and explorer, every teacher of morals, every corrupt politician, every ""superstar,"" every ""supreme leader,"" every saint and sinner in the history of our species lived there – on a mote of dust suspended in a sunbeam.The Earth is a very small stage in a vast cosmic arena. Think of the rivers of blood spilled by all those generals and emperors so that, in glory and triumph, they could become the momentary masters of a fraction of a dot. Think of the endless cruelties visited by the inhabitants of one corner of this pixel on the scarcely distinguishable inhabitants of some other corner, how frequent their misunderstandings, how eager they are to kill one another, how fervent their hatreds. Our posturings, our imagined self-importance, the delusion that we have some privileged position in the Universe, are challenged by this point of pale light. Our planet is a lonely speck in the great enveloping cosmic dark. In our obscurity, in all this vastness, there is no hint that help will come from elsewhere to save us from ourselves. The Earth is the only world known so far to harbor life. There is nowhere else, at least in the near future, to which our species could migrate. Visit, yes. Settle, not yet. Like it or not, for the moment the Earth is where we make our stand. It has been said that astronomy is a humbling and character-building experience. There is perhaps no better demonstration of the folly of human conceits than this distant image of our tiny world. To me, it underscores our responsibility to deal more kindly with one another, and to preserve and cherish the pale blue dot, the only home we've ever known."
649,649,romance,"He [Ranger] stopped in front of my parents' house, and we both looked to the door. My mother and my grandmother were standing there, watching us.""I'm not sure I feel comfortable about the way your grandma looks at me,"" Ranger said.[Stephanie] ""She wants to see you naked.""""I wish you hadn't told me that, babe.""""Everyone I know wants to see you naked.""""And you?""""Never crossed my mind."" I held my breath when I said it, and I hoped God wouldn't stike me down dead for lying."
2432,2433,spirituality,"PTSD is a whole-body tragedy, an integral human event of enormous proportions with massive repercussions."
2106,2107,religion,God is a concept by which we measure our pain.
163,163,love,"There was a clatter as the basilisk fangs cascaded out of Hermione's arms. Running at Ron, she flung them around his neck and kissed him full on the mouth. Ron threw away the fangs and broomstick he was holding and responded with such enthusiasm that he lifted Hermione off her feet. ""Is this the moment?"" Harry asked weakly, and when nothing happened except that Ron and Hermione gripped each other still more firmly and swayed on the spot, he raised his voice. ""OI! There's a war going on here!"" Ron and Hermione broke apart, their arms still around each other. ""I know, mate,"" said Ron, who looked as though he had recently been hit on the back of the head with a Bludger, ""so it's now or never, isn't it?"" ""Never mind that, what about the Horcrux?"" Harry shouted. ""D'you think you could just --- just hold it in, until we've got the diadem?"" ""Yeah --- right --- sorry ---"" said Ron, and he and Hermione set about gathering up fangs, both pink in the face."
4102,4103,knowledge,"Knowledge grows exponentially. The more we know, the greater our ability to learn, and the faster we expand our knowledge base."
4167,4168,knowledge,I am too much of a skeptic to deny the possibility of anything.
864,865,happiness,Just because you are happy it does not mean that the day is perfect but that you have looked beyond its imperfections
2184,2185,religion,There's a big difference between kneeling down and bending over.
935,936,happiness,"Life is painful. It has thorns, like the stem of a rose. Culture and art are the roses that bloom on the stem. The flower is yourself, your humanity. Art is the liberation of the humanity inside yourself."
2478,2479,spirituality,"Whole life is a search for beauty. But, when the beauty is found inside, the search ends and a beautiful journey begins."
402,402,romance,"He sighed. ""The clouds I can handle. But I can't fight with an eclipse."
1278,1279,inspirational,The desire to reach for the stars is ambitious. The desire to reach hearts is wise.
3925,3926,books,"Generally speaking, books don't cause much harm. Except when you read them, that is. Then they cause all kinds of problems."
1380,1381,faith,"Why must people kneel down to pray? If I really wanted to pray I’ll tell you what I'd do. I'd go out into a great big field all alone or in the deep, deep woods and I'd look up into the sky—up—up—up—into that lovely blue sky that looks as if there was no end to its blueness. And then I'd just feel a prayer."
2922,2923,god,"God is whispering in your heart, in the whole existence, just tune your ears."
3384,3385,science,"Science is interesting, and if you don't agree you can fuck off.Note: Dawkins was quoting a former editor of New Scientist Magazine, who is as yet unidentified (possibly Jeremy Webb)"
334,334,romance,"You can't force love, I realized. It's there or it isn't. If it's not there, you've got to be able to admit it. If it is there, you've got to do whatever it takes to protect the ones you love."
4070,4071,knowledge,"The problems are solved, not by giving new information, but by arranging what we have known since long."
3363,3364,science,"I like the scientific spirit—the holding off, the being sure but not too sure, the willingness to surrender ideas when the evidence is against them: this is ultimately fine—it always keeps the way beyond open—always gives life, thought, affection, the whole man, a chance to try over again after a mistake—after a wrong guess."
3424,3425,science,"God creates dinosaurs, God kills dinosaurs, God creates man, man kills God, man brings back dinosaurs."
857,858,happiness,"Woman is not made to be the admiration of all, but the happiness of one."
2881,2882,god,"Now we cannot...discover our failure to keep God's law except by trying our very hardest (and then failing). Unless we really try, whatever we say there will always be at the back of our minds the idea that if we try harder next time we shall succeed in being completely good. Thus, in one sense, the road back to God is a road of moral effort, of trying harder and harder. But in another sense it is not trying that is ever going to bring us home. All this trying leads up to the vital moment at which you turn to God and say, ""You must do this. I can't."
4103,4104,knowledge,"I do not consider it an insult, but rather a compliment to be called an agnostic. I do not pretend to know where many ignorant men are sure — that is all that agnosticism means."
491,491,romance,"Annabeth,” he said hesitantly, “in New Rome, demigods can live their whole lives in peace.” Her expression turned guarded. “Reyna explained it to me. But, Percy, you belong at Camp Half-Blood. That other life—”“I know,” Percy said. “But while I was there, I saw so many demigods living without fear: kids going to college, couples getting married and raising families. There’s nothing like that at Camp Half-Blood. I kept thinking about you and me…and maybe someday when this war with the giants is over…”It was hard to tell in the golden light, but he thought Annabeth was blushing. “Oh,” she said…“I’m sorry,” he said. “I just…I had to think of that to keep going. To give me hope. Forget I mentioned—”“No!” she said. “Gods, Percy, that’s so sweet."
691,692,happiness,"I felt my lungs inflate with the onrush of scenery—air, mountains, trees, people. I thought, ""This is what it is to be happy."
4163,4164,knowledge,"I was bold in the pursuit of knowledge, never fearing to follow truth and reason to whatever results they led."
3696,3697,books,We live for books.
3575,3576,science,"It's so hard to believe in anything anymore. I mean, it's like, religion, you really can't take it seriously, because it seems so mythological, it seems so arbitrary...but, on the other hand, science is just pure empiricism, and by virtue of its method, it excludes metaphysics. I guess I wouldn't believe in anything anymore if it weren't for my lucky astrology mood watch."
3675,3676,books,Good books don't give up all their secrets at once.
2525,2526,spirituality,"Except for the point, the still point, There would be no dance, and there is only the dance"
3829,3830,books,I would be most content if my children grew up to be the kind of people who think decorating consists mostly of building enough bookshelves.
3741,3742,books,"What she was finding also was how one book led to another, doors kept opening wherever she turned and the days weren't long enough for the reading she wanted to do."
1097,1098,inspirational,"But I know, somehow, that only when it is dark enough can you see the stars."
2409,2410,spirituality,"There were silences in my head. I could abandon myself completely to the pleasure of multiple relationships, to the beauty of the day, to the joys of the day. It was as if a cancer in me had ceased gnawing me. The cancer of introspection."
3392,3393,science,"When we read, another person thinks for us: we merely repeat his mental process. In learning to write, the pupil goes over with his pen what the teacher has outlined in pencil: so in reading; the greater part of the work of thought is already done for us. This is why it relieves us to take up a book after being occupied with our own thoughts. And in reading, the mind is, in fact, only the playground of another’s thoughts. So it comes about that if anyone spends almost the whole day in reading, and by way of relaxation devotes the intervals to some thoughtless pastime, he gradually loses the capacity for thinking; just as the man who always rides, at last forgets how to walk. This is the case with many learned persons: they have read themselves stupid."
2401,2402,spirituality,I distrust those people who know so well what God wants them to do because I notice it always coincides with their own desires.
1986,1987,religion,"Religion has actually convinced people that there's an invisible man living in the sky who watches everything you do, every minute of every day. And the invisible man has a special list of ten things he does not want you to do. And if you do any of these ten things, he has a special place, full of fire and smoke and burning and torture and anguish, where he will send you to live and suffer and burn and choke and scream and cry forever and ever 'til the end of time! But He loves you. He loves you, and He needs money! He always needs money! He's all-powerful, all-perfect, all-knowing, and all-wise, somehow just can't handle money!"
1551,1552,faith,It is this belief in a power larger than myself and other than myself which allows me to venture into the unknown and even the unknowable.
238,238,love,Happiness is holding someone in your arms and knowing you hold the whole world.
1475,1476,faith,"Radical obedience to Christ is not easy... It's not comfort, not health, not wealth, and not prosperity in this world. Radical obedience to Christ risks losing all these things. But in the end, such risk finds its reward in Christ. And he is more than enough for us."
1640,1641,faith,You are where you need to be. Just take a deep breath.
611,611,romance,"Find the things that matter, and hold on to them, and fight for them, and refuse to let them go."
964,965,happiness,"Until you make peace with who you are, you'll never be content with what you have."
993,994,inspirational,Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.
3054,3055,death,"If I die, I will wait for you, do you understand? No matter how long. I will watch from beyond to make sure you live every year you have to its fullest, and then we’ll have so much to talk about when I see you again… (Bones)"
365,365,romance,The heart is an arrow. It demands aim to land true.
2708,2709,god,"What you are is God's gift to you, what you become is your gift to God."
2500,2501,spirituality,If you think you can then you can.
2547,2548,spirituality,"To encounter the sacred is to be alive at the deepest center of human existence. Sacred places are the truest definitions of the earth; they stand for the earth immediately and forever; they are its flags and shields. If you would know the earth for what it really is, learn it through its sacred places. At Devil’s Tower or Canyon de Chelly or the Cahokia Mounds, you touch the pulse of the living planet; you feel its breath upon you. You become one with a spirit that pervades geologic time and space."
117,117,love,"If you love somebody, let them go, for if they return, they were always yours. If they don't, they never were."
2045,2046,religion,"I think it's perfectly possible to explain how the universe came about without bringing God into it, but I don't know everything, and there may well be a God somewhere, hiding away. Actually, if he is keeping out of sight, it's because he's ashamed of his followers and all the cruelty and ignorance they're responsible for promoting in his name. If I were him, I'd want nothing to do with them."
2225,2226,religion,"Be sure to lie to your kids about the benevolent, all-seeing Santa Claus. It will prepare them for an adulthood of believing in God."
246,246,love,"In time, the hurt began to fade and it was easier to just let it go. At least I thought it was. But in every boy I met in the next few years, I found myself looking for you, and when the feelings got too strong, I'd write you another letter. But I never sent them for fear of what I might find. By then, you'd gone on with your life and I didn't want to think about you loving someone else. I wanted to remember us like we were that summer. I didn't ever want to lose that."
1306,1307,inspirational,I am a part of all that I have met.
1397,1398,faith,Rejection is an opportunity for your selection.
1809,1810,motivational,"Great Leaders Create More LeadersGood leaders have vision and inspire others to help them turn vision into reality. Great leaders create more leaders, not followers. Great leaders have vision, share vision, and inspire others to create their own."
2269,2270,religion,"I think it is safe to say that while the South is hardly Christ-centered, it is most certainly Christ-haunted."
442,442,romance,"To fall in love with God is the greatest romance; to seek him the greatest adventure; to find him, the greatest human achievement."
3427,3428,science,"Perhaps in the back of our minds we already understand, without all the science I've discussed, that something terribly wrong is happening. Our sustenance now comes from misery. We know that if someone offers to show us a film on how our meat is produced, it will be a horror film. We perhaps know more than we care to admit, keeping it down in the dark places of our memory-- disavowed. When we eat factory-farmed meat we live, literally, on tortured flesh. Increasingly, that tortured flesh is becoming our own."
4013,4014,knowledge,It is sometimes easier to be happy if you don't know everything.
4188,4189,knowledge,"If you do not know where you come from, then you don't know where you are, and if you don't know where you are, then you don't know where you're going. And if you don't know where you're going, you're probably going wrong."
4119,4120,knowledge,"No one knows anything, really. It's all rented, or borrowed."
1139,1140,inspirational,"Don’t waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy."
18,18,love,"You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there."
3240,3241,death,"I know, too, that death is the only god who comes when you call."
715,716,happiness,All happiness depends on courage and work.
503,503,romance,"I decided to find you, throw myself at your feet, and beg you to have mercy on me. Honestly, I’ll accept whatever you choose, Kelsey. Just don’t ask me to live apart from you again. Because...I can’t."
1560,1561,faith,"You can feel the whole world and still feel lost in it. So many people are in pain-- no matter how smart or accomplished--they cry, they yearn, they hurt. But instead of looking down on things, they look up, which is where I should have been looking, too. Because when the world quiets to the sound of your own breathing, we all want the same things: comfort, love and a peaceful heart."
2701,2702,god,"We know that God is everywhere; but certainly we feel His presence most when His works are on the grandest scale spread before us; and it is in the unclouded night-sky, where His worlds wheel their silent course, that we read clearest His infinitude, His omnipotence, His omnipresence."
3918,3919,books,"You know that feeling,” she said, “when you are reading a book, and you know that it is going to be a tragedy; you can feel the cold and darkness coming, see the net drawing tight around the characters who live and breathe on the pages. But you are tied to the story as if being dragged behind a carriage and you cannot let go or turn the course aside."
1820,1821,motivational,"Every choice comes with a consequence. Once you make a choice, you must accept responsibility. You cannot escape the consequences of your choices, whether you like them or not."
2377,2378,spirituality,The power of human thought grows exponentially with the number of minds that share that thought.
605,605,romance,You are more to me than any of them has any idea; you are the atmosphere of beauty through which I see life; you are the incarnation of all lovely things...I think of you day and night. ~ Letter to Lord Alfred 'Bosie' Douglas
3301,3302,science,"The Seven Social Sins are: Wealth without work. Pleasure without conscience. Knowledge without character. Commerce without morality. Science without humanity. Worship without sacrifice. Politics without principle.From a sermon given by Frederick Lewis Donaldson in Westminster Abbey, London, on March 20, 1925."
1716,1717,motivational,"However mean your life is, meet it and live it; do not shun it and call it hard names. It is not so bad as you are. It looks poorest when you are richest. The fault-finder will find faults even in paradise. Love your life, poor as it is. You may perhaps have some pleasant, thrilling, glorious hours, even in a poorhouse. The setting sun is reflected from the windows of the almshouse as brightly as from the rich man's abode; the snow melts before its door as early in the spring. I do not see but a quiet mind may live as contentedly there, and have as cheering thoughts, as in a palace."
2168,2169,religion,I believe in the fundamental truth of all great religions of the world.
1657,1658,motivational,"Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine."
1851,1852,motivational,Be careful the stories you're telling yourself about your current circumstances; a head full of negative thoughts has no space for positive ones.
4186,4187,knowledge,He who cannot draw on three thousand years is living from hand to mouth.
4101,4102,knowledge,"Life is like a sandwich!Birth as one slice,and death as the other.What you put in-between the slices is up to you.Is your sandwich tasty or sour?Allan Rufus.org"
3874,3875,books,It was good to walk into a library again; it smelled like home.
336,336,romance,"The best love is the kind that awakens the soul and makes us reach for more, that plants a fire in our hearts and brings peace to our minds. And that's what you've given me. That's what I'd hoped to give you forever"
1645,1646,faith,I live in the faith that there is a Presence and Power greater than I am that nurtures and supports me in ways I could not even imagine. I know that this Presence is All knowing and All Power and is Always right where I am
1250,1251,inspirational,"Great heroes need great sorrows and burdens, or half their greatness goes unnoticed. It is all part of the fairy tale."
934,935,happiness,A flower blossoms for its own joy.
2136,2137,religion,What has he found who has lost God?And what has he lost who has found God?
3972,3973,knowledge,"The greatest enemy of knowledge is not ignorance, it is the illusion of knowledge."
2793,2794,god,"If a woman sleeps alone it puts a shame on all men. God has a very big heart, but there is one sin He will not forgive. If a woman calls a man to her bed and he will not go."
1775,1776,motivational,"Make the most of the best and the best of the worst, and keep your standards high. Never settle for anything less than you deserve or are capable of achieving."
3219,3220,death,"Even in the grave, all is not lost."
2800,2801,god,"I once listened to an Indian on television say that God was in the wind and the water, and I wondered at how beautiful that was because it meant you could swim in Him or have Him brush your face in a breeze."
3346,3347,science,"In science it often happens that scientists say, 'You know that's a really good argument; my position is mistaken,' and then they would actually change their minds and you never hear that old view from them again. They really do it. It doesn't happen as often as it should, because scientists are human and change is sometimes painful. But it happens every day. I cannot recall the last time something like that happened in politics or religion."
3011,3012,death,"Death is so terribly final, while life is full of possibilities."
733,734,happiness,"I felt once more how simple and frugal a thing is happiness: a glass of wine, a roast chestnut, a wretched little brazier, the sound of the sea. Nothing else."
1618,1619,faith,"The life of faith is not a life of mounting up with wings, but a life of walking and not fainting."
1698,1699,motivational,"We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future."
2040,2041,religion,"If complete and utter chaos was lightning, then he'd be the sort to stand on a hilltop in a thunderstorm wearing wet copper armour and shouting 'All gods are bastards!"
3784,3785,books,"Any book that helps a child to form a habit of reading, to make reading one of his deep and continuing needs, is good for him."
1395,1396,faith,Faith consists in believing what reason cannot.
467,467,romance,He was contemplation and enthusiasm. Ambition and strong coffee. I could have looked at him forever.
1344,1345,faith,"A star falls from the sky and into your hands. Then it seeps through your veins and swims inside your blood and becomes every part of you. And then you have to put it back into the sky. And it's the most painful thing you'll ever have to do and that you've ever done. But what's yours is yours. Whether it’s up in the sky or here in your hands. And one day, it'll fall from the sky and hit you in the head real hard and that time, you won't have to put it back in the sky again."
4008,4009,knowledge,"The eye through which I see God is the same eye through which God sees me; my eye and God's eye are one eye, one seeing, one knowing, one love."
3876,3877,books,"Ah, how good it is to be among people who are reading."
2100,2101,religion,"If there is any religion that could respond to the needs of modern science, it would be Buddhism."
1140,1141,inspirational,Keep GoingYour hardest times often lead to the greatest moments of your life. Keep going. Tough situations build strong people in the end.
917,918,happiness,"Because children grow up, we think a child's purpose is to grow up. But a child's purpose is to be a child. Nature doesn't disdain what lives only for a day. It pours the whole of itself into the each moment. We don't value the lily less for not being made of flint and built to last. Life's bounty is in its flow, later is too late. Where is the song when it's been sung? The dance when it's been danced? It's only we humans who want to own the future, too. We persuade ourselves that the universe is modestly employed in unfolding our destination. We note the haphazard chaos of history by the day, by the hour, but there is something wrong with the picture. Where is the unity, the meaning, of nature's highest creation? Surely those millions of little streams of accident and wilfulness have their correction in the vast underground river which, without a doubt, is carrying us to the place where we're expected! But there is no such place, that's why it's called utopia. The death of a child has no more meaning than the death of armies, of nations. Was the child happy while he lived? That is a proper question, the only question. If we can't arrange our own happiness, it's a conceit beyond vulgarity to arrange the happiness of those who come after us."
1638,1639,faith,"Nobody wants to look like a fool. Nine times out of ten, thatreason alone keeps people from allowing themselves to believe."
4254,4255,knowledge,"A few nights later, I secretly hope that I might be a genius. Why else can no amount of sleeping pills fell my brain? But in the morning my daughter asks me what a cloud is and I cannot say."
556,556,romance,"If you would take one step forward, darling, you could cry in my arms. And while you do, I'll tell you how sorry I am for everything I've done -"" Unable to wait, Ian caught her, pulling her tightly against him. ""And when I'm finished,"" he whispered hoarsely as she wrapped her arms around him and wept brokenly, ""you can help me find a way to forgive myself.""Tortured by her tears, he clasped her tighter and rubbed his jaw against her temple, his voice a ravaged whisper: ""I'm sorry,"" he told her. He cupped her face between his palms, tipping it up and gazing into her eyes, his thumbs moving over her wet cheeks. ""I'm sorry."" Slowly, he bent his head, covering her mouth with his. ""I'm so damned sorry."
2672,2673,god,That wasn't any act of God. That was an act of pure human fuckery.
3455,3456,science,"There are in fact two things, science and opinion; the former begets knowledge, the latter ignorance."
3404,3405,science,"I really don't know why it is that all of us are so committed to the sea, except I think it's because in addition to the fact that the sea changes, and the light changes, and ships change, it's because we all came from the sea. And it is an interesting biological fact that all of us have in our veins the exact same percentage of salt in our blood that exists in the ocean, and, therefore, we have salt in our blood, in our sweat, in our tears. We are tied to the ocean. And when we go back to the sea - whether it is to sail or to watch it - we are going back from whence we came.[Remarks at the Dinner for the America's Cup Crews, September 14 1962]"
